기준월,법정동명,일평균유동인구,시간대
11,전민동,80036.01,주간
11,전민동,10536.15,출근
11,전민동,19434.79,퇴근
11,원촌동,3771.34,새벽
11,원촌동,7742.27,저녁
11,원촌동,31687.44,주간
11,원촌동,3599.18,출근
11,원촌동,5342.99,퇴근
11,탑립동,386.93,새벽
11,탑립동,1230.61,저녁
11,탑립동,25861.01,주간
11,탑립동,2897.83,출근
11,탑립동,2429.28,퇴근
11,용산동,3215.59,새벽
11,용산동,7147.66,저녁
11,용산동,27971.04,주간
11,용산동,4317.36,출근
11,용산동,4455.34,퇴근
11,봉산동,7652.97,새벽
11,봉산동,14959.32,저녁
11,봉산동,25040.09,주간
11,봉산동,4262.32,출근
11,봉산동,7365.46,퇴근
11,관평동,13067.75,새벽
11,관평동,31215.57,저녁
11,관평동,78259.71,주간
11,관평동,9787.76,출근
11,관평동,19323.67,퇴근
11,송강동,14625.05,새벽
11,송강동,33399.02,저녁
11,송강동,48923.14,주간
11,송강동,8205.51,출근
11,송강동,15553.18,퇴근
11,금고동,112.27,새벽
11,금고동,12.77,저녁
11,금고동,800.57,주간
11,금고동,154.06,출근
11,금고동,21.15,퇴근
11,대동,2.58,새벽
11,대동,20.6,저녁
11,대동,113.79,주간
11,대동,3.93,출근
11,대동,11.0,퇴근
11,금탄동,0.15,저녁
11,금탄동,14.7,주간
11,금탄동,0.63,출근
11,금탄동,0.47,퇴근
11,신동,0.74,새벽
11,신동,7.98,저녁
11,신동,2483.4,주간
11,신동,144.97,출근
11,신동,99.6,퇴근
11,둔곡동,97.43,새벽
11,둔곡동,165.61,저녁
11,둔곡동,1540.75,주간
11,둔곡동,200.94,출근
11,둔곡동,110.64,퇴근
11,구룡동,325.63,새벽
11,구룡동,297.63,저녁
11,구룡동,3136.09,주간
11,구룡동,446.98,출근
11,구룡동,266.75,퇴근
12,원내동,19000.92,새벽
12,원내동,37970.69,저녁
12,원내동,74492.36,주간
12,원내동,10674.59,출근
12,원내동,19595.43,퇴근
12,교촌동,563.53,새벽
12,교촌동,1868.9,저녁
12,교촌동,4275.12,주간
12,교촌동,504.53,출근
12,교촌동,1031.71,퇴근
12,대정동,3991.97,새벽
12,대정동,7702.78,저녁
12,대정동,19383.23,주간
12,대정동,3004.35,출근
12,대정동,4274.17,퇴근
12,용계동,1984.68,새벽
12,용계동,4205.13,저녁
12,용계동,13235.48,주간
12,용계동,1721.19,출근
12,용계동,2198.82,퇴근
12,학하동,4733.69,새벽
12,학하동,8610.64,저녁
12,학하동,18999.47,주간
12,학하동,2811.25,출근
12,학하동,4199.43,퇴근
12,계산동,4692.34,새벽
12,계산동,7992.51,저녁
12,계산동,14252.27,주간
12,계산동,2208.27,출근
12,계산동,3925.34,퇴근
12,성북동,476.23,새벽
12,성북동,912.02,저녁
12,성북동,1720.08,주간
12,성북동,283.34,출근
12,성북동,446.95,퇴근
12,세동,2.06,새벽
12,세동,19.85,저녁
12,세동,262.12,주간
12,세동,23.48,출근
12,세동,14.6,퇴근
12,송정동,414.41,새벽
12,송정동,716.46,저녁
12,송정동,2161.04,주간
12,송정동,269.6,출근
12,송정동,501.29,퇴근
12,방동,466.56,새벽
12,방동,952.64,저녁
12,방동,2946.17,주간
12,방동,423.84,출근
12,방동,587.6,퇴근
12,봉명동,45219.66,새벽
12,봉명동,71659.25,저녁
12,봉명동,128041.55,주간
12,봉명동,18166.0,출근
12,봉명동,37815.07,퇴근
12,구암동,8878.67,새벽
12,구암동,17690.21,저녁
12,구암동,40152.96,주간
12,구암동,5447.06,출근
12,구암동,9773.56,퇴근
12,덕명동,10127.94,새벽
12,덕명동,19303.24,저녁
12,덕명동,50508.7,주간
12,덕명동,5899.42,출근
12,덕명동,10723.51,퇴근
12,원신흥동,16583.96,새벽
12,원신흥동,28817.1,저녁
12,원신흥동,58180.12,주간
12,원신흥동,8899.19,출근
12,원신흥동,14505.8,퇴근
12,상대동,14505.91,새벽
12,상대동,24561.92,저녁
12,상대동,44058.25,주간
12,상대동,7732.12,출근
12,상대동,11717.44,퇴근
12,복용동,5204.23,새벽
12,복용동,9754.33,저녁
12,복용동,18104.17,주간
12,복용동,2833.8,출근
12,복용동,4568.65,퇴근
12,장대동,45642.1,새벽
12,장대동,89663.22,저녁
12,장대동,185452.72,주간
12,장대동,26266.99,출근
12,장대동,48421.17,퇴근
12,갑동,297.72,새벽
12,갑동,869.51,저녁
12,갑동,2746.78,주간
12,갑동,288.21,출근
12,갑동,497.05,퇴근
12,노은동,10721.48,새벽
12,노은동,23322.71,저녁
12,노은동,47021.6,주간
12,노은동,7000.94,출근
12,노은동,12240.07,퇴근
12,지족동,16985.03,새벽
12,지족동,39979.73,저녁
12,지족동,83389.42,주간
12,지족동,10488.0,출근
12,지족동,22316.97,퇴근
12,죽동,2023.06,새벽
12,죽동,5038.6,저녁
12,죽동,16702.54,주간
12,죽동,1963.17,출근
12,죽동,3016.97,퇴근
12,궁동,19647.05,새벽
12,궁동,37378.36,저녁
12,궁동,83290.75,주간
12,궁동,8659.49,출근
12,궁동,21044.76,퇴근
12,어은동,9849.44,새벽
12,어은동,21776.56,저녁
12,어은동,64731.92,주간
12,어은동,6537.73,출근
12,어은동,12827.99,퇴근
12,구성동,1805.35,새벽
12,구성동,4794.06,저녁
12,구성동,29371.14,주간
12,구성동,2105.65,출근
12,구성동,3940.19,퇴근
12,신성동,8752.9,새벽
12,신성동,21989.78,저녁
12,신성동,49082.79,주간
12,신성동,6316.66,출근
12,신성동,11812.33,퇴근
12,가정동,1129.88,새벽
12,가정동,2634.45,저녁
12,가정동,25408.92,주간
12,가정동,2301.87,출근
12,가정동,2477.04,퇴근
12,도룡동,3820.69,새벽
12,도룡동,9691.17,저녁
12,도룡동,30050.76,주간
12,도룡동,4201.04,출근
12,도룡동,5546.91,퇴근
12,장동,2352.32,새벽
12,장동,4343.46,저녁
12,장동,39674.48,주간
12,장동,4146.56,출근
12,장동,3940.38,퇴근
12,방현동,61.97,새벽
12,방현동,154.22,저녁
12,방현동,2086.19,주간
12,방현동,211.57,출근
12,방현동,146.02,퇴근
12,화암동,32.67,새벽
12,화암동,171.09,저녁
12,화암동,6307.63,주간
12,화암동,676.59,출근
12,화암동,403.62,퇴근
12,덕진동,1649.54,새벽
12,덕진동,2516.46,저녁
12,덕진동,18646.95,주간
12,덕진동,2101.42,출근
12,덕진동,1470.67,퇴근
12,하기동,7136.48,새벽
12,하기동,15618.32,저녁
12,하기동,27631.96,주간
12,하기동,4419.69,출근
12,하기동,7292.46,퇴근
12,추목동,1656.23,새벽
12,추목동,3207.93,저녁
12,추목동,20196.04,주간
12,추목동,3151.88,출근
12,추목동,2272.66,퇴근
12,자운동,146.0,새벽
12,자운동,915.92,저녁
12,자운동,3787.48,주간
12,자운동,362.46,출근
12,자운동,789.15,퇴근
12,신봉동,3092.58,새벽
12,신봉동,5299.34,저녁
12,신봉동,11697.26,주간
12,신봉동,1907.04,출근
12,신봉동,2583.81,퇴근
12,수남동,24.78,새벽
12,수남동,179.53,저녁
12,수남동,2975.65,주간
12,수남동,224.42,출근
12,수남동,151.12,퇴근
12,안산동,21.21,새벽
12,안산동,90.43,저녁
12,안산동,525.22,주간
12,안산동,50.17,출근
12,안산동,62.75,퇴근
12,외삼동,383.26,새벽
12,외삼동,1093.72,저녁
12,외삼동,2544.52,주간
12,외삼동,326.71,출근
12,외삼동,566.41,퇴근
12,반석동,14598.54,새벽
12,반석동,39285.46,저녁
12,반석동,72402.9,주간
12,반석동,9407.38,출근
12,반석동,20773.51,퇴근
12,문지동,3015.85,새벽
12,문지동,6847.93,저녁
12,문지동,26141.52,주간
12,문지동,3297.14,출근
12,문지동,4194.0,퇴근
12,전민동,14294.22,새벽
12,전민동,34802.42,저녁
12,전민동,76760.63,주간
12,전민동,9887.47,출근
12,전민동,18767.44,퇴근
12,원촌동,4079.55,새벽
12,원촌동,8067.08,저녁
12,원촌동,31496.07,주간
12,원촌동,3461.37,출근
12,원촌동,5785.72,퇴근
12,탑립동,240.42,새벽
12,탑립동,1015.44,저녁
12,탑립동,23515.33,주간
12,탑립동,2577.66,출근
12,탑립동,2049.8,퇴근
12,용산동,2945.77,새벽
12,용산동,6813.6,저녁
12,용산동,25727.95,주간
12,용산동,3807.85,출근
12,용산동,4137.05,퇴근
12,봉산동,8156.89,새벽
12,봉산동,14863.77,저녁
12,봉산동,25540.35,주간
12,봉산동,4295.66,출근
12,봉산동,7296.95,퇴근
12,관평동,13615.03,새벽
12,관평동,31423.18,저녁
12,관평동,77187.13,주간
12,관평동,9422.65,출근
12,관평동,19297.72,퇴근
12,송강동,15264.83,새벽
12,송강동,32756.15,저녁
12,송강동,50238.6,주간
12,송강동,8325.53,출근
12,송강동,15398.86,퇴근
12,금고동,98.8,새벽
12,금고동,19.31,저녁
12,금고동,620.96,주간
12,금고동,120.56,출근
12,금고동,16.93,퇴근
12,대동,0.04,새벽
12,대동,14.46,저녁
12,대동,51.9,주간
12,대동,1.13,출근
12,대동,5.23,퇴근
12,금탄동,10.81,새벽
12,금탄동,13.32,저녁
12,금탄동,100.7,주간
12,금탄동,11.52,출근
12,금탄동,12.74,퇴근
12,신동,0.03,새벽
12,신동,6.62,저녁
12,신동,1925.66,주간
12,신동,112.95,출근
12,신동,74.35,퇴근
12,둔곡동,1470.45,새벽
12,둔곡동,1270.54,저녁
12,둔곡동,2995.43,주간
12,둔곡동,565.07,출근
12,둔곡동,545.12,퇴근
12,구룡동,1547.4,새벽
12,구룡동,1170.5,저녁
12,구룡동,4325.33,주간
12,구룡동,767.57,출근
12,구룡동,618.48,퇴근
